Ordem,NIF ,Nome ,E-mail,URL 
1460,504247662,"TEIXEIRAS - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",,
1461,507009592,"SEGURMEIRA - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",segurmeira@segurmeira.pt,www.segurmeira.pt
1462,502457473,"SEGAIA - SEGUROS, LDA",carlos@segaiaseguros.pt,www.segaiaseguros.pt
1463,502765690,"MEDIGRULA - SOCIEDADE MEDIADORA DE SEGUROS, UNIPESSOAL, LDA",,
1464,506917711,"APARECIDA SEGUROS - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",geral@aparecidaseguros.pt,www.aparecidaseguros.pt
1465,502872551,"SAFE 4ALL - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",,www.safe4all.pt
1466,502646659,"SEGUROS BEIRA SERRA - MEDIAÇÃO DE SEGUROS, LDA",pereira.coelho@agentegeral.ageas.pt,www.ageas.pt
1467,503415324,"PORTOSEGURO - SOCIEDADE MEDIADORA DE SEGUROS DO PORTO, LDA",,
1468,506959147,"JOAQUIM CORREIA - MEDIAÇÃO DE SEGUROS, LDA",goreti.correia@sapo.pt,
1469,509908560,"PROBEST SEGUROS - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",geral@probestseguros.pt,www.probestseguros.pt
1470,507661699,"PAULOVRODRIGUES - MEDIAÇÃO DE SEGUROS, LDA",geral@segurospr.pt,www.segurospr.pt
1471,507550277,"A.OSCAR SILVA - MEDIAÇÃO DE SEGUROS, LDA",info@oscarsilvaseguros.pt,www.oscarsilvaseguros.pt
1472,509939554,"DESISEG - MEDIAÇÃO DE SEGUROS, LDA",geral@desiseg.pt,www.desiseg.pt
1473,509986897,"MARCO PAULO MARQUES - MEDIAÇÃO DE SEGUROS, LDA",geral@marcoseguros.com,www.marcoseguros.com
1474,503280291,"SPORTING SEGUROS - MEDIADORA DE SEGUROS, LDA",,
1475,503842281,"MSR - MEDIAÇÃO DE SEGUROS, LDA",msr-seguros@msr.pt,
1476,510476481,"PAULO FLÓRIO - MEDIAÇÃO DE SEGUROS, LDA",paulo.florio@sapo.pt,
1477,510125867,"ERMELINDA GOMES, LDA",ermelinda.gomes-seguros@hotmail.com,
1478,510037046,"HERMÍNIO E TERESA CUNHA - MEDIAÇÃO DE SEGUROS, LDA",hcseguros@hotmail.com,
1479,513092374,"PALMEIRA SEGUROS - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",daniel.ramalheira@gmail.com,
1480,502051388,"SOTEMESEL - SOCIEDADE TÉCNICA MEDIADORA DE SEGUROS, LDA",joao.costa@sotemesel.pt,www.sotemesel.pt
1481,503208639,"ACTASEGUROS - CORRETORES DE SEGUROS, S.A.",central@actaseguros.pt,www.actaseguros.pt
1482,513293981,"INFINITY - MEDIAÇÃO DE SEGUROS, LDA",alexandra.fonseca@infinityseguros.pt,www.infinityseguros.pt
1483,513027920,"MBSV1 - MEDIAÇÃO DE SEGUROS, LDA",,
1484,510624138,"INNOVARISK, LDA",geral@innovarisk.pt,www.innovarisk.pt
1485,503984639,"MT - MEDIAÇÃO DE SEGUROS, LDA",filipe.trindade@mtseguros.com,www.mtseguros.com
1486,510123805,"PEDRO RODRIGUES - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",,www.prodrigues.pt
1487,510128351,"FERNANDO CARVALHO & ARTUR COSTA - MEDIAÇÃO DE SEGUROS, LDA",,
1488,980551188,HOWDEN IBERIA S.A. - SUCURSAL EM PORTUGAL,howden@howdeniberia.com,howdenportugal.com
1489,510165460,"CONTACTLIFE - MEDIAÇÃO DE SEGUROS, LDA",contactlife.seguros@gmail.com,www.contactlifeseguros.com
1490,513298134,"LUÍS PINTO - MEDIAÇÃO DE SEGUROS, LDA",luispinto@lpseguros.pt,
1491,513691154,"GLOBUREM - MEDIAÇÃO DE SEGUROS, LDA",geral@globurem.pt,
1492,513066950,"HMSN - MEDIAÇÃO DE SEGUROS, LDA",hugosantos.hmsn@gmail.com,
1493,515024708,"BEYOND MEDIATION, LDA",,
1494,980635160,"INOVINSURANCE S.L., SUCURSAL EM PORTUGAL",benjamin@inovexpat.com,
1495,515767930,"UNIVERSAL COVER - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",,
1496,514379898,"VÍTOR ORNELAS, UNIPESSOAL, LDA",,
1497,980590191,CONCENTRIX SAS - SUCURSAL EM PORTUGAL,,www.webhelp.com
1498,510332900,"LEAN - MEDIAÇÃO DE SEGUROS, LDA",,
1499,510503047,"PMR - MEDIAÇÃO DE SEGUROS, LDA",pmrmedseguros@gmail.com,www.pmrseguros.pt
1500,510677339,"T & F BROKERS - MEDIAÇÃO DE SEGUROS, LDA",,www.tfbrokers.pt
1501,514180790,"RIMAIS - MEDIAÇÃO DE SEGUROS, LDA",fpires@villasboas.pt,
1502,514351136,"CARLOS SILVA & DANIELA PINTO - MEDIAÇÃO DE SEGUROS, LDA",,
1503,514355476,"SEGURO FIEL SOCIEDADE MEDIAÇÃO, LDA",,
1504,510569200,"M.C. DIOGO - MEDIAÇÃO DE SEGUROS, LDA",sara.diogo@mcdiogo.pt,www.mcdiogo.pt
1505,510583024,"ROOVERS CONCEPT, LDA",geral@gruporoovers.pt,www.roovers.pt
1506,513185232,"SEGURBILA - MEDIAÇÃO DE SEGUROS, LDA",segurbila@gmail.com,
1507,510960367,"FILOMENA BARATA - MEDIAÇÃO DE SEGUROS, LDA",,
1508,510937268,"G. L. SEG - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",gil.luis@gilseg.com,
1509,513106987,"AEMINIUM - MEDIAÇÃO DE SEGUROS, LDA",aeminium.seguros@outlook.pt,
1510,514589230,"MARIA JOÃO MACHARRÉU, UNIPESSOAL, LDA",loja.fidelidade.coruche@gmail.com,
1511,514943629,"BONUSMETRÓPOLE SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",josecampos.seguros@gmail.com,
1512,508457459,"DANISEG - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",geral@daniseg.com,www.daniseg.com
1513,508540887,"APRIL PORTUGAL, S.A.",geral@april-portugal.pt,www.april-portugal.pt
1514,508679613,"FERREIRA COUTO - MEDIAÇÃO SEGUROS, LDA",josecouto@netvisao.pt,
1515,514375035,"REORGANIZA AGORA - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",info@reorganiza.pt,www.reorganiza.pt
1516,515791652,"LOPES RIBEIRO - MEDIAÇÃO DE SEGUROS, LDA",geral@lopesribeiroseguros.pt,
1517,516332945,"EIXO DISCIPLINADO - MEDIAÇÃO DE SEGUROS, LDA",cverdefidelidade@gmail.com,
1518,516714953,"READYOPTION, LDA",antonio.miguel.lucindo.duarte02@gmail.com,dasprent.pt
1519,515525871,"MEDIAÇÃO DE SEGUROS - LUIS FERREIRA, UNIPESSOAL, LDA",,
1520,980423430,"INTERMUNDIAL XXI, SL - SUCURSAL EM PORTUGAL",jmmariano@intermundial.pt,www.intermundial.pt
1521,513505997,"TRINDADE - MEDIAÇÃO SEGUROS, LDA",trindadeseguros@gmail.com,www.trindadeseguros.pt
1522,980596556,"DE VERE SPAIN, S.L. - SUCURSAL EM PORTUGAL",,
1523,512097194,"MEDLI - MEDIAÇÃO SEGUROS, LDA",betinhacosta.medli@sapo.pt,
1524,509720803,"FRANCISCO PIMENTA & FILHO SOCIEDADE MEDIAÇÃO SEGUROS, LDA",,
1525,514622105,"VINTEEUM - MEDIAÇÃO DE SEGUROS, LDA",,
1526,515117382,"MAXIBONUS - MEDIAÇÃO DE SEGUROS, LDA",hugo.cabrita@maxibonus.pt,
1527,507889177,"JSO - MEDIAÇÃO DE SEGUROS, LDA",,
1528,509066461,"SGL - MEDIAÇÃO DE SEGUROS, LDA",info@sgl.pt,sgl.pt
1529,505184281,"CAROLINA CAMACHO, LDA",,www.carolinacamacho.pt
1530,980731275,LOVYS - SUCURSAL EM PORTUGAL,,
1531,507334019,"MB - SEGUROS, SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",geral@mbseguros.pt,
1532,515177563,"SMER - MEDIAÇÃO DE SEGUROS, LDA",ccseguros.pt@gmail.com,
1533,516116363,"ELMORE, LDA",info@elmorebrokers.com,www.elmorebrokers.com
1534,509683681,"PROBROKER - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",ftavares@probroker.pt,
1535,515838926,"ATLANTIS - MEDIAÇÃO DE SEGUROS, LDA",,www.atlantisseguros.pt
1536,517344718,"RÁPIDINCLUSÃO - MEDIAÇÃO DE SEGUROS, LDA",paulomiguelduarte@sapo.pt,
1537,509458238,"JORGE NEVES MEDIAÇÃO DE SEGUROS, LDA",jorgenevesseguros@gmail.com,www.jorgenevesseguros.com
1538,507943686,"MEASEGUROS - SOCIEDADE MEDIAÇÃO DE SEGUROS, LDA",measeguroslda@gmail.com,
1539,509863221,"LUIS PINHEIRO - MEDIAÇÃO DE SEGUROS, LDA",luis@segurosecreditos.com,
1540,516108280,"NORMA - MEDIAÇÃO DE SEGUROS, LDA",,
1541,516212222,"GRM II - REDE DE MEDIAÇÃO, LDA",,
1542,516282166,"BARBOSA & SANTOS - MEDIAÇÃO SEGUROS, LDA",alemseguro@gmail.com,
1543,508707404,"SPORT LISBOA E BENFICA - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",,
1544,508920752,"PROVA DISTINTA - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",geral@provadistinta.pt,www.provadistinta.pt
1545,508946948,"COBERTURA EXCELENTE, LDA",coberturaexcelente@gmail.com,
1546,509308414,"ALBERTO VILAS - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",,
1547,509455735,"ONW - CONSULTORIA, UNIPESSOAL, LDA",geral@onwseguros.pt,www.onwseguros.pt
1548,509371990,"AURÉLIO MACHADO - GESTÃO DE SEGUROS, LDA",,
1549,509651968,"BIZ BUSINESS INTELLIGENT ZONE MEDIAÇÃO DE SEGUROS, S.A.",info@bizseguros.eu,www.bizseguros.eu
1550,508880351,"EMBATE SEGURO, LDA",,
1551,509355196,"ANTÓNIO FERNANDES LOPES - MEDIAÇÃO DE SEGUROS, LDA",antonio.lopes.f@gmail.com,
1552,509718531,"MANUELA BASTOS - MEDIAÇÃO DE SEGUROS, LDA",mabastosfidelidade@gmail.com,
1553,509925650,"HUGO REBELO, LDA",hugorebeloseguros@gmail.com,
1554,509503160,"TRANQUILO & EXCLUSIVO - MEDIAÇÃO DE SEGUROS, LDA",,
1555,509676057,"CITYMED - MEDIAÇÃO DE SEGUROS, LDA",paulo.castro@citymed.pt,www.citymed.pt
1556,509779522,"GONÇALO FAÍSCA - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",,
1557,509329888,"C M FRAZÃO - MEDIAÇÃO DE SEGUROS, S.A.",carlos.frazao@frazao.pt,
